Factorisations Of Cunningham Numbers C-(3,n) = 3^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
 288    30  2^7.5.7.13.17.19.37.41.73.97.193.577.757.769.6481.76801.530713.21523361.1418632417.24127552321.282429005041.
            56227703611393.77826286120321.81754966841140318493187568203841
 289     6  2.1871.34511.44507.1088953.12346499120888140690579541123396072674969123850253122447870447173402850603747687\
            6109798109673292083661164501826940154891
 290    17  2^3.11^2.59.61.523.6091.28537.5385997.20381027.59086051.25481953741.3159421788711031.76455796243959454561.1\
            83349688798536618131199274872809217263632838323547361
 291    10  2.13.76631.189733.1693621.80640757.2549755542947.184812684901540537.48845962828028421155731228333.585240789\
            0668586529163364311233328351058899596487336893
 292    15  2^4.5.293.439.11243.20149.15768033143.18678646095653.9460375336977361.86782247836514775846688349.9617435449\
            15378365754610333.38488154120055537150068589763279
 293     4  2.587.64911612051881874971.82136679369460936378658665142444276458658246572657800060789025298675054852578423\
            5602653759898115835317059892460938193
 294    27  2^3.7^3.13.43.491.547.1093.1471.2269.3529.4019.8233.15583.47041.51157.131713.368089.119471899.200568859.857\
            643277.127522693159.882757098511.254395969103901649521223867932173929
 295    10  2.11^2.739861.14425532687.311834125441.489769993189671059.1243704975397142761851514391.15800757982738113728\
            531939755751.72671090167909305342577926625186381
 296    19  2^5.5.41.149.18427.107671.410257.953861.13097927.56737873.17189128703.9537896093307601.31199592961514012689.
            142659759801404920771391593.4106523677041507922228794417
 297    15  2.13.23.109.433.757.3851.8209.3186217.1182737161.2413941289.7899901813.370231459035769.12812432238302009985\
            937.22020163035726259944973163958989823798317763239269477
 298     8  2^3.7451.177941761.4482722618976860674653013440107317.6878046306591338324108989767203186713.465098040636325\
            83432467217805311362636553293639540930405531
 299     9  2.47.599.797161.10997221.1001523179.2886381073947332989.8661965714512154562493.3691818618067089153032376872\
            670263730514071816623029355312994160640382894707
 300    35  2^4.5^3.7.11^2.13.31.61.73.101.151.271.601.1181.1201.2551.4561.8951.9601.26251.55201.119101.391151.394201.1\
            530601.22996651.47763361.61070817601.2098303812601.2229552891865882714320177992401
 301     9  2.431.1093.8127001.921928537909.380808546861411923.31575110690775101163983809.2954696283347370339434959009.
            1637488491377023232096661007236924821107539941341
 302    11  2^3.1511.472027.645979.6263783.135286639.64745079361.905673230703550690601003473107008473103084254587061.67\
            26812506767780473723505133857482672236342795606501
 303     8  2.13.1213.33034273.465092326319.50316775668019759306202964023.464114346100971670261030354878981449019613.32\
            6636194545584172162542275245797314912866877527529
 304    21  2^6.5.17.41.193.761.1597.2851.31769.101917.363889.3302353.5301533.25480398173.278733912072436804273.5074514\
            42443788899165240329482668362950054541832902585238747279444641
 305     9  2.11^2.65881.603901.4919054377091.105293313660391861035901.46229214937048975901175732207117334435811.144292\
            067692894029928776589038168491785927205865834517921
 306    25  2^3.7.13.19.37.103.307.613.757.919.1021.1871.12853.30091.34511.436357.129159847.6213394261.35106034213.9981\
            0171997.133395235891527691.123343105382171675857.28090626041813012073462457
 307     4  2.10610542242923144869.1209358403350153553775181.1166547958158505534959897307169658960799194667340833457464\
            9356416413027107729461307877711679909644074637
 308    21  2^4.5.23.29.67.547.661.1093.3851.5501.16493.570461.51457561.7151459701.76831835389.671352452318708161.56495\
            392933101222275861053369.2974112460006073547613794168096436806641
 309     6  2.13.1237.16069.6957596529882152968992225251835887181478451547013.74933595143916452537708688554752330824590\
            3253216162065126714079755203786701196169473212913
 310    18  2^3.11^2.61.311.683.1861.6883.102673.4404047.3586225081.22434744889.33131555630426311.318620421994509961.12\
            1462982451478217731.1078579799806668629607014283525941686969924751
 311     6  2.3733.12460588823.873069502041694941443.2241207330424850668586082361185081412667449.1332149036103341217450\
            28373807408359032562882470844866249400730761994821
 312    29  2^5.5.7.13^2.41.53.73.79.157.313.2887.6481.6553.7333.10141.325729.398581.797161.309746737.2093124281.479597\
            3261.37644053098601.271722723752757889.20795134293690804171286866969789777553
 313     5  2.2370037.3759897752153653302941126019779.2714675534408576046409316982151068303918417599.451100846252185211\
            4321277415331379373893623015839928733115961370993
 314    11  2^3.9421.252457.3381925092493.159420524134654609.9891109125337566719.32129434337475049222622287.15643800552\
            7933564247063011.1283810768507270931382867729773882314783
 315    20  2.11^2.13.71.181.421.757.1093.1621.4561.6301.368089.927001.1571221.1616161.2664097031.26751945361.144542918\
            285300809.335422140063430947448491304902193015341719353456516541680805341
 316    14  2^4.5.317.66361.432853009.327220181191.392038110671.145171177264407947.567239060331150635317.10393819190815\
            276250780568850989337.73675624514425268628805034064478665461
 317     4  2.3493595928049.199057440042898163364095413.127103252245323612705469282376825756367455691601703892541007735\
            96801505598003051745765802129086629199490093597013
 318    15  2^3.7.13.107.24169.48973.78719947.712550912937217.61557605176233223.3747607031112307667.3957945330628641393\
            07.2769035095381770614187391.40559607827224525043263763418498193
 319    10  2.23.59.3191.3851.28537.20381027.113164935467.26425387421490471188793734763177943613329.2742852582186302944\
            625818325876362221386271693831170052360109818510078843584437
 320    27  2^8.5^2.11^2.17.41.61.193.1181.14401.8194721.21523361.42521761.700984481.128653413121.597747428754241.92651\
            0094425921.4151768361337614527605197761.2839798262237352133440978975949121
 321     9  2.13.3853.6421.50077.229837.1276775957917.48965028505045123993421250406516036571557.30937754051400438832929\
            50219372796456737513003762298030441588628306854600509966509
 322    13  2^3.47.547.967.1093.1933.1001523179.23535794707.5468575720021.124512589982501120520678542758850232589558399.
            636961216046002471921398696960338364910115196955450597747751689
 323    10  2.647.1597.1871.34511.363889.1600789.39039719.29134285181591.1457742050912432487882886982855202977970626666\
            07670976770953618247557290711362071955053996647333431708403483
 324    28  2^4.5.7.13.19.37.73.109.163.433.757.1297.3889.8209.19441.19927.208657.224209.530713.1190701.5879415781.1255\
            7612956332313.150094634909578633.82434619394313344569.41019075946094411081052200020897
 325    12  2.11^2.131.8951.391151.797161.3701101.110133112994711.217520261488056211634951.2761240116149626792553752421\
            7847751.535434479268147803380664430887701402848403348378116486001
 326     9  2^3.8483499631.5227348213873.8882811705390167.4956470591980320134353.35071710609571867679949121362003338146\
            89659449.6351885141964057411259499526611848626072045955243
 327    12  2.13.1091.122953.1340701.521402591.3499901929.55471745029.239789806103.10624346875389299603.714322353831283\
            890903559265735120995717.1211861655828944988757424113641129373886149
 328    19  2^5.5.41^2.83.2297.33703.2088869.2526913.32326369.110767897.86950696619.270547105429567.5749337080171167108\
            65237.7088757890453145334311443322801793110058505541970400820190920577
 329    10  2.659.1093.1223.16451.21997.5112661.96656723.94041956807.31708397562389572602945450134855507004338328007336\
            3762474340273100643597444663907626897985126196650572783144889543
 330    31  2^3.7.11^3.13.23.31.61.67.271.331.661.991.1321.3851.4561.4951.25411.50821.176419.659671.1286011.2413941289.
            4968781621.11123788282861.24472341743191.560088668384411.4183739978746243239852385111562221
 331     5  2.1581832451.16312845121.530654464353667468092169451245888744365152829791.308747394021218578945695976732840\
            6647818323751575631706069393139992405721825272733020818593
 332    16  2^4.5.167.499.997.12119.2466097.2591261.1036745531.6956557366277.950996059627210897943351.81320172571009795\
            2736361977.88353295700662823099667599460762780905604112393714626601849
 333    11  2.13.757.13097927.18702169.119779213.1179099721.17189128703.2628354173876461837.6962353413269964253.3552943\
            040788863852841838506789344837191632515742882433271057428704799390413
 334    11  2^3.58451.88177.1767863.41332144291.196098784741.10063060897082377.2605514957186212600542682733746574731200\
            59796409.1473759805801789118598508577921021242424939524192662637837
 335     8  2.11^2.221101.441019876741.475384700124973.2791110259168381.21874286775542676231194121910831008845879204261\
            3637623789553431857170623561390378292171945441992861442756206821
 336    39  2^6.5.7^2.13.17.29.41.43.73.97.113.193.337.547.577.673.769.1009.1093.2269.2857.6481.13441.16493.19489.16732\
            9.368089.430697.647753.109688713.2108826721.36214795668330833.473451024093683360527418040621798755737921
 337     5  2.8089.338861091937.736092762241.15275089234692457928399830093894547965466024864202146371213243156106285906\
            075894973332186245237882870960420708777842267535014628868137
 338    12  2^3.2029.4057.351859.398581.797161.163264150141.7336932438768271.257529670475803082390068330300392544226398\
            13234017.814222556753878193601980463083668707558864014894642043902929
 339     9  2.13.227.1583.2172539.51017244973.283274887324515433.526256453012063980796131127321354599535039.35936447002\
            62187007115600246295631389617434711376028464247367822157434667812509
 340    24  2^4.5^2.11^2.61.103.307.1021.1181.1531.1871.34511.224401.956353.7674481.1743831169.2663568851051.8629706522\
            62943171.13271362257832586268931.1706953634650967930299490233845839250457448201276787601
 341     9  2.23.683.3851.4093.102673.4404047.9484546040170844481070590623.23508737939835783586772753630211784336528573\
            23076409602568001640590345576853011759823184766247057387359503988371
 342    25  2^3.7.13.19^2.37.229.757.1597.2851.3079.25309.53923.101917.119701.248749.363889.1162320517.1824179209.42509\
            373931.102310358933917.1676620643529235921057.27203787889921135221329070240968055313746007669
 343    14  2.491.1093.4019.8233.24697.51157.131713.385540919.4551588049.8465728310029191083.23451446896560788630183.32\
            312015265609073916797.675418954880730201146825609892711592084093470945190403
 344    18  2^5.5.41.173.431.470593.226519873.2641485701.55473422113.903239908009.21376165893692833.380808546861411923.
            82064241848634269407.29241916907334820616557688889440878559426168577846725809
 345    18  2.11^2.13.47.277.1381.4561.9661.31741.1975931.6784081.76675561.1001523179.6273542442241.2461243576713869557.
            52370346649565455417091.6141386692091569467123298841637896953726147859700335918221
 346    12  2^3.347.762239.993367.14427163.2125048865543.125330011023211.156026417563831897.310722851149049972337128680\
            61148862483.30985428700388045508959018054392810762033149280306907746766819
 347     8  2.291481.1150057146229.185498348145073.328003153456707623.20912010800475074747.3384444848464284605409520214\
            8071217.126070773863607865045846093872785863698583762482520036673628517
 348    27  2^4.5.7.13.59.73.349.523.6091.12413.28537.74821.142159.261697.1383301.5385997.19437193.20381027.32234893.37\
            464463.1388985225193.150224123975857.37945127666529000523013.11256710946186882997409087921239729
 349     3  2.94042850889984510998289152320438541798532018021653956283741193211654025280185459.174165493740875256464746\
            388999480533990944334266849687054611524922878840708206608860499
 350    21  2^3.11^2.61.71.151.547.1093.8951.109201.391151.22996651.2664097031.23185675801.374857981681.143012819878705\
            1.4260648635770037050051.18265797539870818825168051.11459299580388289258664119605215721251
 351    17  2.13^2.109.313.433.757.6553.7333.8209.244297.797161.4162861.1846794457.503457454452889.2821964307371847613.
            92958272636102017072662178879955046754908796650079339637033296035896613581376211537
 352    29  2^7.5.17.23.41.67.89.193.353.661.3851.5501.19009.570461.2382953.6922081.21523361.56625998353.62210098369.20\
            5188547169.15656839738849.1363620137403810529.255066113304108571577343700262256544056086044033
 353     4  2.509027.4088777503007.637438988132166262617141124175522937058461420664876184853243951510526572254771304187\
            233297219026449409899910981267893129258980950384337454306503948949
 354    17  2^3.7.13.709.3187.76819.14425532687.15743388547.38926393657.1669126011067.363002702388730267.48976999318967\
            1059.2224898159852613649.1108439448677340328268341.9736622508037946817946068730077829
 355     7  2.11^2.734346611.66824157595186257988571.3754733257489862401973357979128773.5355701732896415714166143827507\
            86152319699541935518136492038769107751005229575212807101626023300886161
 356    13  2^4.5.179.264331.1125706177.1611479891519807.5042939439565996049162197.1192464167514295068582330293.2444322\
            641415331355533344283.709803280757497203996320461865063802526226069876477910653
 357    13  2.13.239.1093.1871.12853.34511.368089.99810171997.20001459491011594009.44626806191326911791.397881837642577\
            477902049.2922277359408069914159801657121051067747361724425594344548078945278069929
 358    14  2^3.359.56207.100957.3755779.19510643.47029186391731.291066066130451.9248363581047133.6779963644378513811.1\
            61868664744491655705858963594331.3886084268132710540164562649868800513379104792251
 359     7  2.719.169998846011.470920899227107034926837.41996290825582863451929997.278252468335029499500820080150443.14\
            37896611363489877849724341543860557234393332468973900031646987070297660131
 360    39  2^5.5^2.7.11^2.13.19.31.37.41.61.73.181.241.271.757.1181.1621.4561.6481.176401.298801.387631.530713.755551.
            927001.26050081.42521761.47763361.116809201.282429005041.2081711451601.452808441334403281.26166382506293070\
            985608961
 361     9  2.1597.103969.363889.930643561.1544679802763873663.212442076518129661950839.675873510595715629396212612371.
            697971097942205936103528761635014959698831304436244414154743826104885908192839
 362     9  2^3.51043.90863.890159.715722801240612811884999961.1563889515958819802226972824170738835419881870248693287.
            1412740676235815729693013611798695493926336144083867368022228212267580445753
 363    14  2.13.23.1453.3851.11617.49369.2413941289.3981923614021.312284816501197.46007931271317089317.137778316892156\
            6387641.657890411545272648205502849240259841.652212611165240661763181412651547562489293
 364    20  2^4.5.29.53.547.1093.8737.16493.398581.595141.797161.4011586307.4795973261.2354116499281.2452788561133.3745\
            603812007166116831643.563920755493974354012062097199694635409966586035902917973392670446241
 365    11  2.11^2.11243.20149.1030031.15768033143.9460375336977361.1472874512323892527561.1547389439153259555203314631\
            09617606098450974126281.734522894457817952418123298395445172862873767527661820252671
 366    18  2^3.7.13.367.733.189223.603901.97806913.279666823.6117064141.2421854958301.109870115206699.6496172504811924\
            9391.105293313660391861035901.86630432442539925437931403.7165195867462155138286987098273769
 367     8  2.11665463.667804211.137673218986445617.189120585817572803.41234466042798529583.151149525784007071699886569\
            4022937935039928231350493.501953997389244528404247906279090654105468962124251929
 368    23  2^6.5.17.41.47.193.1289.112241.2057857.2190337.12553493.1001523179.4475616001.23535794707.70601370627701.79\
